0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.013298509302591384,0.0011439201005486758,0.14407497706893088,0.8811625064234992,-0.6691880919975576,-0.8026496560381705,0.03823128277953346,0.6064799080017858,0.013581383102556095,0.10576015322826696,-0.6793793799300938,-0.4220694189539469,-0.041466650457817444,-0.7064466457902094,-0.8341063942816181,-0.3578136079276675,0.7779477133299372,-0.9282066862791468,-0.9198385865612574,-0.18145892259507349
0.3216248754421265,0.7807456755972777,-0.3702765440526112,0.29268517356673146,-0.28881623538978557,0.8054718519988412,-0.877531701060767,-0.34738481161737805,0.06144840104606519,-0.28735339065332655,0.3069170410212939,0.021708022930310912,-0.4049639901706231,-0.7115053735662932,-0.5971770745237943,0.0575025758135079,0.9529397773735416,-0.32255865740456907,-0.5778530983544334,0.1758699086099592
0.4291170674471061,-0.6673558000213605,0.9707456536291255,-0.3060077364638267,-0.24392204369289797,0.652159742370845,0.44090202848738774,-0.1881613813749093,-0.41674370581900816,0.2771453732353522,-0.8536905227260566,0.21199720358456137,0.28274743802127295,-0.5736723040965355,0.8873256376081957,-0.9721130212452765,0.20906099243041285,-0.15250768431044762,0.5943565958308998,0.9481776836465113
0.3432750186029531,0.3952499997430986,-0.027126166796590644,-0.2889407154941541,0.12126671950218715,-0.16808739560169839,-0.9610914540675219,-0.8554906082611542,0.700567362455857,-0.46082163448574553,0.49149352335163937,0.3140008826870402,0.3133501395650865,-0.7083090406677581,-0.6062706303254559,0.3892232074055401,0.6941311405989931,-0.5053428134055635,0.3020970592672332,0.2968737390439296
0.21409657475846194,0.8918122814134216,0.1045108560643079,0.6148475487154785,0.04897288023322414,0.47434541225107457,-0.13165243214522038,-0.5969415509843773,-0.12034556924792322,0.18060929040347876,0.07559260866202416,-0.809635806405899,-0.6768729598633202,0.6624187156458006,-0.4382524148401087,0.18006266271763147,0.3701673663620371,-0.2732215643511819,0.5739159006780766,0.3104514287665955
-0.5205131420775243,0.6403944005015503,-0.29920578611219806,0.0636116199934706,0.5539847993375913,-0.3749150317279446,-0.6896111892646551,-0.052400908110422466,-0.13690952971931875,-0.4410837406486794,0.627321465473574,-0.34714577203762986,-0.6933111252309724,-0.7312493977987148,-0.9740739786077321,-0.4893873598781294,0.22759558290452422,0.7291165823914029,0.9130810815378382,-0.4009954545050458
-0.14351422228025487,0.588291244389024,-0.015309144001059788,0.15411373338014228,-0.21066453354241454,0.7746618283649062,0.08269723664348777,0.5317411879275967,0.03970925307314253,0.06384982031962316,-0.8934719855994502,0.29817238841155536,0.8932991619209947,0.9666525438306991,0.25910185823827897,0.6940483121773736,0.6481383627557821,-0.6695622921207779,-0.009042424678832617,-0.09450840171247951
-0.07360097187250672,-0.35486670599061254,0.18187751971730423,-0.12832984607070527,0.4234528397934233,0.11485303269455674,-0.6027561750029444,0.9663633584296942,0.7527776503486515,0.45813841102295,-0.2686094399503,0.09607481987889901,0.02399864509321863,-0.31329337152411946,0.6891482631508665,-0.4116345699695084,0.3700112615814976,-0.44376824567373807,0.5994984145331376,-0.06220782202955424
-0.016721291980650168,-0.35143435136219725,0.22756317415820845,0.8364105212410976,-0.6900364884831323,-0.27079437738261,0.30703755179636666,-0.30948907882699195,-0.45706969818421267,0.8046305102249056,-0.9929062715520103,0.060164799712636774,0.09480064172239892,0.42391450689679444,0.9670157398233822,-0.054082816517032,0.13156528838817497,0.395277499505695,-0.5956811495322991,0.12662667734639957
-0.14454711538082152,0.7123189998546705,0.17200935195959666,-0.30950727800883776,-0.7607613886660421,0.41456751319484436,-0.7309461445749738,-0.17839048101313387,0.04339263729359201,-0.05249268692864318,0.42082585066269507,0.27361991112270106,-0.6007292931646616,-0.7484558831734673,0.7284222540591395,-0.3033839655786385,0.06358382483289543,0.37633269277075293,-0.45241360474006304,0.9802782572572397
